2005-01-03, Volatile Chop, 5d%: +nan%, MA20: +nan, RSI: nan, VIX: 14.08, ATR: nan, BBW: nan, Score: [0, -2, -1], Dist: 2.24
2022-05-26, Trend Pullback, 5d%: +4.03%, MA20: -16.46, RSI: 46.0, VIX: 27.50, ATR: 0.0048, BBW: 0.11, Score: [0, 0, 0], Dist: 1.41
2022-05-27, Trend Pullback, 5d%: +6.58%, MA20: -12.47, RSI: 60.7, VIX: 25.72, ATR: 0.0076, BBW: 0.11, Score: [0, 1, 0], Dist: 1.00
2022-05-31, Trend Pullback, 5d%: +3.99%, MA20: -9.17, RSI: 58.2, VIX: 26.19, ATR: 0.0117, BBW: 0.11, Score: [0, 1, -1], Dist: 1.41
2022-06-01, Trend Pullback, 5d%: +4.05%, MA20: -5.90, RSI: 60.9, VIX: 25.69, ATR: 0.0137, BBW: 0.10, Score: [0, 1, -1], Dist: 1.41
2022-06-02, Trend Pullback, 5d%: +4.98%, MA20: -2.72, RSI: 64.8, VIX: 24.72, ATR: 0.0076, BBW: 0.09, Score: [0, 1, 1], Dist: 1.41
2022-06-03, Steady Climb, 5d%: +1.25%, MA20: +3.61, RSI: 55.2, VIX: 24.79, ATR: 0.0044, BBW: 0.09, Score: [3, 1, 1], Dist: 1.41
2022-06-06, Trend Pullback, 5d%: -0.89%, MA20: +6.74, RSI: 57.0, VIX: 25.07, ATR: -0.0013, BBW: 0.09, Score: [1, 1, 0], Dist: 2.00
2022-06-07, Steady Climb, 5d%: +0.69%, MA20: +9.73, RSI: 54.7, VIX: 24.02, ATR: -0.0003, BBW: 0.09, Score: [3, 1, 1], Dist: 1.41
2022-06-08, Steady Climb, 5d%: +0.35%, MA20: +11.21, RSI: 64.9, VIX: 23.96, ATR: 0.0015, BBW: 0.09, Score: [2, 1, 1], Dist: 1.00
2022-06-09, Trend Pullback, 5d%: -3.81%, MA20: +11.94, RSI: 58.2, VIX: 26.09, ATR: -0.0017, BBW: 0.09, Score: [0, 1, 0], Dist: 1.00
2022-06-10, Trend Pullback, 5d%: -5.05%, MA20: +10.06, RSI: 50.0, VIX: 27.75, ATR: -0.0048, BBW: 0.09, Score: [0, 0, 0], Dist: 1.41
2022-06-13, Orderly Decline, 5d%: -9.02%, MA20: +6.31, RSI: 37.7, VIX: 34.02, ATR: -0.0156, BBW: 0.11, Score: [0, -2, 0], Dist: 2.45
2022-06-14, Orderly Decline, 5d%: -10.22%, MA20: +1.92, RSI: 38.5, VIX: 32.69, ATR: -0.0278, BBW: 0.13, Score: [0, -2, 0], Dist: 2.45
2022-06-15, Sharp Decline, 5d%: -7.92%, MA20: -2.52, RSI: 39.7, VIX: 29.62, ATR: -0.0271, BBW: 0.14, Score: [-4, -2, 0], Dist: 2.24
2022-06-16, Sharp Decline, 5d%: -8.74%, MA20: -4.48, RSI: 29.6, VIX: 32.95, ATR: -0.0169, BBW: 0.16, Score: [-4, -2, 0], Dist: 2.24
2022-06-17, Sharp Decline, 5d%: -5.79%, MA20: -10.37, RSI: 22.0, VIX: 31.13, ATR: -0.0116, BBW: 0.17, Score: [-4, -2, 0], Dist: 2.24
2022-06-21, Orderly Decline, 5d%: +0.40%, MA20: -16.11, RSI: 30.2, VIX: 30.19, ATR: -0.0058, BBW: 0.18, Score: [-2, -2, 0], Dist: 1.41
2022-06-22, Orderly Decline, 5d%: +0.65%, MA20: -20.22, RSI: 31.1, VIX: 28.95, ATR: -0.0015, BBW: 0.18, Score: [-1, -2, 0], Dist: 1.73
2022-06-23, Orderly Decline, 5d%: +0.15%, MA20: -23.05, RSI: 27.9, VIX: 29.05, ATR: 0.0010, BBW: 0.19, Score: [-2, -2, 0], Dist: 1.41
2022-06-24, Orderly Decline, 5d%: +6.68%, MA20: -25.56, RSI: 39.2, VIX: 27.23, ATR: 0.0088, BBW: 0.19, Score: [0, -2, 0], Dist: 2.45
2022-06-27, Volatile Chop, 5d%: +6.13%, MA20: -25.61, RSI: 37.8, VIX: 26.95, ATR: 0.0129, BBW: 0.19, Score: [0, -2, -1], Dist: 2.24
2022-06-28, Sharp Decline, 5d%: +1.51%, MA20: -24.47, RSI: 32.1, VIX: 28.36, ATR: 0.0111, BBW: 0.18, Score: [-1, -2, -1], Dist: 2.24
2022-06-29, Orderly Decline, 5d%: +1.57%, MA20: -22.63, RSI: 33.6, VIX: 28.16, ATR: 0.0060, BBW: 0.18, Score: [-1, -2, 0], Dist: 1.73
2022-06-30, Orderly Decline, 5d%: -0.27%, MA20: -20.73, RSI: 36.2, VIX: 28.71, ATR: -0.0012, BBW: 0.17, Score: [-2, -2, 0], Dist: 1.41
2022-07-01, Orderly Decline, 5d%: -2.21%, MA20: -19.33, RSI: 45.1, VIX: 26.70, ATR: -0.0087, BBW: 0.16, Score: [-4, 0, 0], Dist: 2.45
2022-07-05, Trend Pullback, 5d%: -1.76%, MA20: -15.69, RSI: 56.6, VIX: 27.54, ATR: -0.0048, BBW: 0.15, Score: [-3, 1, 0], Dist: 2.00
2022-07-06, Trend Pullback, 5d%: +0.62%, MA20: -12.51, RSI: 58.9, VIX: 26.73, ATR: 0.0007, BBW: 0.13, Score: [-1, 1, 0], Dist: 0.00
2022-07-07, Trend Pullback, 5d%: +2.19%, MA20: -8.52, RSI: 59.1, VIX: 26.08, ATR: 0.0025, BBW: 0.11, Score: [0, 1, 0], Dist: 1.00
2022-07-08, Trend Pullback, 5d%: +3.01%, MA20: -2.67, RSI: 73.2, VIX: 24.64, ATR: 0.0065, BBW: 0.09, Score: [0, 2, 1], Dist: 1.73
2022-07-11, Steady Climb, 5d%: +0.76%, MA20: +2.81, RSI: 66.7, VIX: 26.17, ATR: 0.0057, BBW: 0.08, Score: [3, 2, 0], Dist: 2.45
2022-07-12, Steady Climb, 5d%: -0.33%, MA20: +6.43, RSI: 55.6, VIX: 27.29, ATR: 0.0026, BBW: 0.07, Score: [2, 1, 0], Dist: 2.00
2022-07-13, Trend Pullback, 5d%: -1.13%, MA20: +7.94, RSI: 54.2, VIX: 26.82, ATR: -0.0027, BBW: 0.07, Score: [1, 1, 0], Dist: 2.00
2022-07-14, Trend Pullback, 5d%: -2.88%, MA20: +6.95, RSI: 49.4, VIX: 26.40, ATR: -0.0074, BBW: 0.07, Score: [0, 0, 0], Dist: 1.41
2022-07-15, Steady Climb, 5d%: -0.93%, MA20: +5.48, RSI: 44.3, VIX: 24.23, ATR: -0.0070, BBW: 0.07, Score: [1, 0, 1], Dist: 1.73
2022-07-18, Trend Pullback, 5d%: -0.61%, MA20: +5.84, RSI: 42.3, VIX: 25.30, ATR: -0.0003, BBW: 0.06, Score: [1, 0, 0], Dist: 2.24
2022-07-19, Steady Climb, 5d%: +3.09%, MA20: +3.68, RSI: 62.1, VIX: 24.50, ATR: 0.0022, BBW: 0.05, Score: [4, 1, 1], Dist: 2.24
2022-07-20, Steady Climb, 5d%: +4.16%, MA20: +2.91, RSI: 64.2, VIX: 23.88, ATR: 0.0078, BBW: 0.06, Score: [4, 1, 1], Dist: 2.24
2022-07-21, Steady Climb, 5d%: +5.50%, MA20: +3.49, RSI: 71.2, VIX: 23.11, ATR: 0.0103, BBW: 0.06, Score: [4, 2, 0], Dist: 3.00
2022-07-22, Steady Climb, 5d%: +2.55%, MA20: +4.27, RSI: 63.6, VIX: 23.03, ATR: 0.0101, BBW: 0.06, Score: [4, 1, 0], Dist: 2.83
2022-07-25, Steady Climb, 5d%: +3.55%, MA20: +4.72, RSI: 63.6, VIX: 23.36, ATR: 0.0082, BBW: 0.07, Score: [4, 1, 1], Dist: 2.24
2022-07-26, Steady Climb, 5d%: -0.40%, MA20: +6.82, RSI: 57.1, VIX: 24.69, ATR: 0.0016, BBW: 0.07, Score: [2, 1, 1], Dist: 1.00
2022-07-27, Steady Climb, 5d%: +1.61%, MA20: +8.01, RSI: 60.5, VIX: 23.24, ATR: -0.0027, BBW: 0.08, Score: [3, 1, 1], Dist: 1.41
2022-07-28, Steady Climb, 5d%: +1.84%, MA20: +9.39, RSI: 63.9, VIX: 22.33, ATR: 0.0002, BBW: 0.09, Score: [3, 1, 1], Dist: 1.41
2022-07-29, Steady Climb, 5d%: +4.26%, MA20: +11.12, RSI: 71.7, VIX: 21.33, ATR: 0.0067, BBW: 0.10, Score: [4, 2, 1], Dist: 2.45
2022-08-01, Steady Climb, 5d%: +3.83%, MA20: +12.76, RSI: 74.5, VIX: 22.84, ATR: 0.0116, BBW: 0.10, Score: [4, 2, 0], Dist: 3.00
2022-08-02, Steady Climb, 5d%: +4.34%, MA20: +14.35, RSI: 73.3, VIX: 23.93, ATR: 0.0123, BBW: 0.11, Score: [4, 2, 0], Dist: 3.00
2022-08-03, Steady Climb, 5d%: +3.27%, MA20: +15.21, RSI: 77.1, VIX: 21.95, ATR: 0.0044, BBW: 0.12, Score: [4, 2, 1], Dist: 2.45
2022-08-04, Steady Climb, 5d%: +1.95%, MA20: +16.80, RSI: 73.9, VIX: 21.44, ATR: 0.0030, BBW: 0.12, Score: [3, 2, 1], Dist: 1.73
2022-08-05, Steady Climb, 5d%: +0.36%, MA20: +18.79, RSI: 77.2, VIX: 21.15, ATR: 0.0019, BBW: 0.13, Score: [2, 2, 1], Dist: 1.41
2022-08-08, Steady Climb, 5d%: +0.52%, MA20: +20.26, RSI: 71.3, VIX: 21.29, ATR: 0.0028, BBW: 0.13, Score: [3, 2, 1], Dist: 1.73
2022-08-09, Steady Climb, 5d%: +0.76%, MA20: +20.57, RSI: 67.2, VIX: 21.77, ATR: 0.0021, BBW: 0.12, Score: [3, 2, 1], Dist: 1.73
2022-08-10, Steady Climb, 5d%: +1.33%, MA20: +19.64, RSI: 70.3, VIX: 19.74, ATR: -0.0018, BBW: 0.12, Score: [3, 2, 2], Dist: 1.41
2022-08-11, Steady Climb, 5d%: +1.33%, MA20: +19.24, RSI: 75.2, VIX: 20.20, ATR: 0.0022, BBW: 0.11, Score: [3, 2, 1], Dist: 1.73
2022-08-12, Steady Climb, 5d%: +3.26%, MA20: +18.01, RSI: 78.3, VIX: 19.53, ATR: 0.0045, BBW: 0.11, Score: [4, 2, 2], Dist: 2.24
2022-08-15, Steady Climb, 5d%: +3.79%, MA20: +18.33, RSI: 85.8, VIX: 19.95, ATR: 0.0085, BBW: 0.11, Score: [4, 2, 2], Dist: 2.24
2022-08-16, Steady Climb, 5d%: +4.43%, MA20: +17.77, RSI: 82.7, VIX: 19.69, ATR: 0.0097, BBW: 0.11, Score: [4, 2, 2], Dist: 2.24
2022-08-17, Steady Climb, 5d%: +1.52%, MA20: +18.28, RSI: 74.4, VIX: 19.90, ATR: 0.0065, BBW: 0.11, Score: [3, 2, 2], Dist: 1.41
2022-08-18, Steady Climb, 5d%: +1.82%, MA20: +18.17, RSI: 71.0, VIX: 19.56, ATR: 0.0037, BBW: 0.11, Score: [3, 2, 2], Dist: 1.41
2022-08-19, Steady Climb, 5d%: -1.21%, MA20: +18.33, RSI: 63.4, VIX: 20.60, ATR: -0.0004, BBW: 0.10, Score: [1, 1, 1], Dist: 1.41
2022-08-22, Trend Pullback, 5d%: -3.70%, MA20: +16.69, RSI: 55.0, VIX: 23.80, ATR: -0.0038, BBW: 0.09, Score: [0, 1, 1], Dist: 1.41
2022-08-23, Trend Pullback, 5d%: -4.10%, MA20: +13.44, RSI: 46.8, VIX: 24.11, ATR: -0.0092, BBW: 0.08, Score: [0, 0, 1], Dist: 1.73
2022-08-24, Trend Pullback, 5d%: -3.12%, MA20: +9.08, RSI: 48.7, VIX: 22.82, ATR: -0.0105, BBW: 0.07, Score: [0, 0, 1], Dist: 1.73
2022-08-25, Steady Climb, 5d%: -1.98%, MA20: +6.19, RSI: 55.6, VIX: 21.78, ATR: -0.0092, BBW: 0.07, Score: [1, 1, 1], Dist: 1.41
2022-08-26, Trend Pullback, 5d%: -4.04%, MA20: +4.74, RSI: 43.3, VIX: 25.56, ATR: -0.0014, BBW: 0.07, Score: [0, 0, 0], Dist: 1.41
2022-08-29, Trend Pullback, 5d%: -2.59%, MA20: +1.98, RSI: 42.6, VIX: 26.21, ATR: -0.0022, BBW: 0.08, Score: [0, 0, 0], Dist: 1.41
2022-08-30, Sharp Decline, 5d%: -3.45%, MA20: -1.24, RSI: 30.7, VIX: 26.21, ATR: -0.0070, BBW: 0.09, Score: [-4, -2, 0], Dist: 2.24
2022-08-31, Sharp Decline, 5d%: -4.49%, MA20: -5.39, RSI: 29.3, VIX: 25.87, ATR: -0.0121, BBW: 0.10, Score: [-4, -2, 0], Dist: 2.24
2022-09-01, Sharp Decline, 5d%: -5.53%, MA20: -8.82, RSI: 21.4, VIX: 25.56, ATR: -0.0141, BBW: 0.11, Score: [-4, -2, 0], Dist: 2.24
2022-09-02, Sharp Decline, 5d%: -3.29%, MA20: -11.83, RSI: 17.5, VIX: 25.47, ATR: -0.0066, BBW: 0.12, Score: [-4, -2, 0], Dist: 2.24
2022-09-06, Sharp Decline, 5d%: -3.04%, MA20: -15.27, RSI: 15.8, VIX: 26.91, ATR: -0.0059, BBW: 0.13, Score: [-4, -2, 0], Dist: 2.24
2022-09-07, Orderly Decline, 5d%: -0.16%, MA20: -18.70, RSI: 26.3, VIX: 24.64, ATR: -0.0047, BBW: 0.13, Score: [-2, -2, 1], Dist: 1.00
2022-09-08, Orderly Decline, 5d%: +1.29%, MA20: -21.03, RSI: 28.2, VIX: 23.61, ATR: -0.0002, BBW: 0.13, Score: [-1, -2, 1], Dist: 1.41
2022-09-09, Orderly Decline, 5d%: +2.53%, MA20: -21.38, RSI: 37.5, VIX: 22.79, ATR: 0.0033, BBW: 0.13, Score: [0, -2, 1], Dist: 2.24
2022-09-12, Trend Pullback, 5d%: +4.74%, MA20: -20.60, RSI: 47.7, VIX: 23.87, ATR: 0.0093, BBW: 0.13, Score: [0, 0, 1], Dist: 1.73
2022-09-13, Sharp Decline, 5d%: +0.63%, MA20: -17.85, RSI: 37.2, VIX: 27.27, ATR: 0.0125, BBW: 0.12, Score: [-1, -2, -1], Dist: 2.24
2022-09-14, Orderly Decline, 5d%: -0.85%, MA20: -17.10, RSI: 37.3, VIX: 26.16, ATR: 0.0003, BBW: 0.12, Score: [-3, -2, 0], Dist: 1.73
2022-09-15, Sharp Decline, 5d%: -2.62%, MA20: -15.50, RSI: 30.2, VIX: 26.27, ATR: -0.0065, BBW: 0.11, Score: [-4, -2, 0], Dist: 2.24
2022-09-16, Sharp Decline, 5d%: -4.77%, MA20: -14.48, RSI: 35.6, VIX: 26.30, ATR: -0.0128, BBW: 0.10, Score: [-4, -2, 0], Dist: 2.24
2022-09-19, Sharp Decline, 5d%: -5.12%, MA20: -13.15, RSI: 39.8, VIX: 25.76, ATR: -0.0130, BBW: 0.10, Score: [-4, -2, 0], Dist: 2.24
2022-09-20, Orderly Decline, 5d%: -1.95%, MA20: -11.70, RSI: 39.8, VIX: 27.16, ATR: -0.0036, BBW: 0.10, Score: [-3, -2, 0], Dist: 1.73
2022-09-21, Sharp Decline, 5d%: -3.96%, MA20: -11.81, RSI: 37.7, VIX: 27.99, ATR: -0.0048, BBW: 0.10, Score: [-4, -2, 0], Dist: 2.24
2022-09-22, Sharp Decline, 5d%: -3.67%, MA20: -12.58, RSI: 34.9, VIX: 27.35, ATR: -0.0064, BBW: 0.11, Score: [-4, -2, 0], Dist: 2.24
2022-09-23, Sharp Decline, 5d%: -4.65%, MA20: -13.11, RSI: 33.8, VIX: 29.92, ATR: -0.0092, BBW: 0.11, Score: [-4, -2, 0], Dist: 2.24
2022-09-26, Sharp Decline, 5d%: -6.28%, MA20: -13.07, RSI: 32.8, VIX: 32.26, ATR: -0.0140, BBW: 0.12, Score: [-4, -2, 0], Dist: 2.24
2022-09-27, Sharp Decline, 5d%: -5.41%, MA20: -15.04, RSI: 25.3, VIX: 32.60, ATR: -0.0137, BBW: 0.13, Score: [-4, -2, 0], Dist: 2.24
2022-09-28, Orderly Decline, 5d%: -1.87%, MA20: -16.95, RSI: 30.0, VIX: 30.18, ATR: -0.0104, BBW: 0.14, Score: [-3, -2, 0], Dist: 1.73
2022-09-29, Sharp Decline, 5d%: -3.13%, MA20: -17.96, RSI: 21.0, VIX: 31.84, ATR: -0.0034, BBW: 0.15, Score: [-4, -2, 0], Dist: 2.24
2022-09-30, Sharp Decline, 5d%: -2.91%, MA20: -20.19, RSI: 14.9, VIX: 31.62, ATR: -0.0012, BBW: 0.16, Score: [-4, -2, 0], Dist: 2.24
2022-10-03, Orderly Decline, 5d%: +0.64%, MA20: -22.53, RSI: 30.8, VIX: 30.10, ATR: -0.0040, BBW: 0.16, Score: [-1, -2, 0], Dist: 1.73
2022-10-04, Orderly Decline, 5d%: +3.94%, MA20: -23.65, RSI: 39.8, VIX: 29.07, ATR: -0.0019, BBW: 0.16, Score: [0, -2, 0], Dist: 2.45
2022-10-05, Trend Pullback, 5d%: +1.73%, MA20: -23.05, RSI: 41.9, VIX: 28.55, ATR: 0.0048, BBW: 0.16, Score: [-1, 0, 0], Dist: 1.00
2022-10-06, Volatile Chop, 5d%: +2.86%, MA20: -21.24, RSI: 41.2, VIX: 30.52, ATR: 0.0131, BBW: 0.15, Score: [0, 0, -1], Dist: 1.00
2022-10-07, Sharp Decline, 5d%: +1.51%, MA20: -19.28, RSI: 34.0, VIX: 31.36, ATR: 0.0116, BBW: 0.14, Score: [-1, -2, -1], Dist: 2.24
2022-10-10, Orderly Decline, 5d%: -1.80%, MA20: -17.46, RSI: 34.7, VIX: 32.45, ATR: -0.0034, BBW: 0.12, Score: [-3, -2, 0], Dist: 1.73
2022-10-11, Sharp Decline, 5d%: -5.33%, MA20: -14.71, RSI: 36.7, VIX: 33.63, ATR: -0.0140, BBW: 0.12, Score: [-4, -2, 0], Dist: 2.24
2022-10-12, Sharp Decline, 5d%: -5.45%, MA20: -14.35, RSI: 37.7, VIX: 33.57, ATR: -0.0146, BBW: 0.11, Score: [-4, -2, 0], Dist: 2.24
2022-10-13, Orderly Decline, 5d%: -1.99%, MA20: -13.43, RSI: 48.5, VIX: 31.94, ATR: -0.0105, BBW: 0.11, Score: [-3, 0, 0], Dist: 1.73
2022-10-14, Orderly Decline, 5d%: -1.55%, MA20: -11.33, RSI: 45.6, VIX: 32.02, ATR: 0.0007, BBW: 0.10, Score: [-3, 0, 0], Dist: 1.73
2022-10-17, Trend Pullback, 5d%: +1.81%, MA20: -10.57, RSI: 51.7, VIX: 31.37, ATR: 0.0006, BBW: 0.09, Score: [-1, 1, 0], Dist: 0.00
2022-10-18, Trend Pullback, 5d%: +3.65%, MA20: -7.60, RSI: 50.1, VIX: 30.50, ATR: 0.0050, BBW: 0.08, Score: [0, 1, 0], Dist: 1.00
2022-10-19, Trend Pullback, 5d%: +3.30%, MA20: -4.38, RSI: 53.4, VIX: 30.76, ATR: 0.0080, BBW: 0.07, Score: [0, 1, 0], Dist: 1.00
2022-10-20, Trend Pullback, 5d%: -0.11%, MA20: -2.36, RSI: 55.1, VIX: 29.98, ATR: 0.0051, BBW: 0.07, Score: [-2, 1, 0], Dist: 1.00
2022-10-21, Trend Pullback, 5d%: +4.74%, MA20: -1.12, RSI: 54.7, VIX: 29.69, ATR: 0.0049, BBW: 0.07, Score: [0, 1, 0], Dist: 1.00
2022-10-24, Steady Climb, 5d%: +3.25%, MA20: +0.47, RSI: 50.4, VIX: 29.85, ATR: 0.0025, BBW: 0.08, Score: [3, 1, 0], Dist: 2.24
2022-10-25, Steady Climb, 5d%: +3.74%, MA20: +2.02, RSI: 54.9, VIX: 28.46, ATR: 0.0055, BBW: 0.09, Score: [4, 1, 0], Dist: 2.83
2022-10-26, Steady Climb, 5d%: +3.67%, MA20: +4.10, RSI: 55.7, VIX: 27.28, ATR: 0.0120, BBW: 0.09, Score: [4, 1, -1], Dist: 3.61
2022-10-27, Steady Climb, 5d%: +3.86%, MA20: +6.60, RSI: 62.4, VIX: 27.39, ATR: 0.0115, BBW: 0.10, Score: [4, 1, -1], Dist: 3.61
2022-10-28, Steady Climb, 5d%: +3.95%, MA20: +7.35, RSI: 69.4, VIX: 25.75, ATR: 0.0036, BBW: 0.10, Score: [4, 2, 0], Dist: 3.00
2022-10-31, Steady Climb, 5d%: +1.97%, MA20: +8.33, RSI: 68.9, VIX: 25.88, ATR: 0.0040, BBW: 0.11, Score: [3, 2, 0], Dist: 2.45
2022-11-01, Steady Climb, 5d%: -0.08%, MA20: +9.88, RSI: 68.5, VIX: 25.81, ATR: 0.0025, BBW: 0.11, Score: [2, 2, 0], Dist: 2.24
2022-11-02, Trend Pullback, 5d%: -1.85%, MA20: +12.69, RSI: 55.9, VIX: 25.86, ATR: 0.0031, BBW: 0.11, Score: [1, 1, 0], Dist: 2.00
2022-11-03, Trend Pullback, 5d%: -2.30%, MA20: +13.91, RSI: 59.6, VIX: 25.30, ATR: -0.0038, BBW: 0.11, Score: [0, 1, 0], Dist: 1.00
2022-11-04, Trend Pullback, 5d%: -3.35%, MA20: +13.98, RSI: 56.9, VIX: 24.55, ATR: -0.0126, BBW: 0.11, Score: [0, 1, 1], Dist: 1.41
2022-11-07, Steady Climb, 5d%: -1.68%, MA20: +13.15, RSI: 56.6, VIX: 24.35, ATR: -0.0089, BBW: 0.10, Score: [1, 1, 1], Dist: 1.41
2022-11-08, Trend Pullback, 5d%: -0.73%, MA20: +12.22, RSI: 60.1, VIX: 25.54, ATR: -0.0023, BBW: 0.10, Score: [1, 1, 0], Dist: 2.00
2022-11-09, Steady Climb, 5d%: -0.30%, MA20: +10.92, RSI: 55.8, VIX: 26.09, ATR: 0.0060, BBW: 0.09, Score: [2, 1, 0], Dist: 2.00
2022-11-10, Steady Climb, 5d%: +6.36%, MA20: +7.94, RSI: 62.3, VIX: 23.53, ATR: 0.0029, BBW: 0.09, Score: [4, 1, 1], Dist: 2.24
2022-11-11, Steady Climb, 5d%: +5.90%, MA20: +9.14, RSI: 61.9, VIX: 22.52, ATR: 0.0078, BBW: 0.09, Score: [4, 1, 1], Dist: 2.24
2022-11-14, Steady Climb, 5d%: +3.95%, MA20: +9.06, RSI: 56.2, VIX: 23.73, ATR: 0.0126, BBW: 0.09, Score: [4, 1, 0], Dist: 2.83
2022-11-15, Steady Climb, 5d%: +4.27%, MA20: +9.36, RSI: 60.1, VIX: 24.54, ATR: 0.0126, BBW: 0.10, Score: [4, 1, 0], Dist: 2.83
2022-11-16, Steady Climb, 5d%: +5.61%, MA20: +10.39, RSI: 59.3, VIX: 24.11, ATR: 0.0123, BBW: 0.10, Score: [4, 1, 0], Dist: 2.83
2022-11-17, Steady Climb, 5d%: -0.25%, MA20: +10.14, RSI: 53.1, VIX: 23.93, ATR: 0.0001, BBW: 0.09, Score: [2, 1, 1], Dist: 1.00
2022-11-18, Steady Climb, 5d%: -0.69%, MA20: +8.87, RSI: 56.5, VIX: 23.12, ATR: -0.0023, BBW: 0.09, Score: [1, 1, 1], Dist: 1.41
2022-11-21, Steady Climb, 5d%: -0.18%, MA20: +8.81, RSI: 56.5, VIX: 22.36, ATR: -0.0007, BBW: 0.09, Score: [2, 1, 1], Dist: 1.00
2022-11-22, Steady Climb, 5d%: +0.30%, MA20: +8.91, RSI: 68.1, VIX: 21.29, ATR: -0.0019, BBW: 0.09, Score: [2, 2, 1], Dist: 1.41
2022-11-23, Steady Climb, 5d%: +1.73%, MA20: +10.53, RSI: 73.3, VIX: 20.35, ATR: 0.0023, BBW: 0.10, Score: [3, 2, 1], Dist: 1.73
2022-11-25, Steady Climb, 5d%: +2.02%, MA20: +11.82, RSI: 71.0, VIX: 20.50, ATR: 0.0050, BBW: 0.10, Score: [4, 2, 1], Dist: 2.45
2022-11-28, Steady Climb, 5d%: -0.04%, MA20: +12.43, RSI: 62.4, VIX: 22.21, ATR: 0.0050, BBW: 0.10, Score: [2, 1, 1], Dist: 1.00
2022-11-29, Steady Climb, 5d%: +0.19%, MA20: +13.30, RSI: 60.4, VIX: 21.89, ATR: 0.0013, BBW: 0.10, Score: [2, 1, 1], Dist: 1.00
2022-11-30, Steady Climb, 5d%: +1.91%, MA20: +13.53, RSI: 75.0, VIX: 20.58, ATR: -0.0038, BBW: 0.11, Score: [3, 2, 1], Dist: 1.73
2022-12-01, Steady Climb, 5d%: +1.22%, MA20: +15.13, RSI: 63.1, VIX: 19.84, ATR: 0.0009, BBW: 0.11, Score: [3, 1, 2], Dist: 1.00
2022-12-02, Steady Climb, 5d%: +1.13%, MA20: +14.82, RSI: 59.2, VIX: 19.06, ATR: 0.0053, BBW: 0.10, Score: [3, 1, 2], Dist: 1.00
2022-12-05, Steady Climb, 5d%: +0.88%, MA20: +13.33, RSI: 54.5, VIX: 20.75, ATR: 0.0084, BBW: 0.09, Score: [3, 1, 1], Dist: 1.41
2022-12-06, Steady Climb, 5d%: -0.41%, MA20: +11.07, RSI: 44.8, VIX: 22.17, ATR: 0.0019, BBW: 0.08, Score: [2, 0, 1], Dist: 1.41
2022-12-07, Trend Pullback, 5d%: -3.58%, MA20: +8.23, RSI: 47.3, VIX: 22.68, ATR: -0.0090, BBW: 0.07, Score: [0, 0, 1], Dist: 1.73
2022-12-08, Trend Pullback, 5d%: -2.77%, MA20: +5.41, RSI: 51.8, VIX: 22.29, ATR: -0.0105, BBW: 0.05, Score: [0, 1, 1], Dist: 1.41
2022-12-09, Trend Pullback, 5d%: -3.37%, MA20: +1.59, RSI: 46.8, VIX: 22.83, ATR: -0.0071, BBW: 0.05, Score: [0, 0, 1], Dist: 1.73
2022-12-12, Steady Climb, 5d%: -0.21%, MA20: +0.32, RSI: 53.8, VIX: 25.00, ATR: -0.0027, BBW: 0.05, Score: [1, 1, 1], Dist: 1.41
2022-12-13, Steady Climb, 5d%: +1.99%, MA20: +0.47, RSI: 51.6, VIX: 22.55, ATR: 0.0025, BBW: 0.05, Score: [2, 1, 1], Dist: 1.00
2022-12-14, Steady Climb, 5d%: +1.56%, MA20: +0.46, RSI: 46.8, VIX: 21.14, ATR: 0.0050, BBW: 0.05, Score: [2, 0, 1], Dist: 1.41
2022-12-15, Orderly Decline, 5d%: -1.71%, MA20: +0.56, RSI: 39.2, VIX: 22.83, ATR: 0.0038, BBW: 0.05, Score: [1, -2, 1], Dist: 3.16
2022-12-16, Orderly Decline, 5d%: -2.08%, MA20: -1.28, RSI: 40.5, VIX: 22.62, ATR: -0.0019, BBW: 0.06, Score: [-4, 0, 1], Dist: 2.24
2022-12-19, Orderly Decline, 5d%: -4.33%, MA20: -3.85, RSI: 38.6, VIX: 22.42, ATR: -0.0105, BBW: 0.07, Score: [-4, -2, 1], Dist: 2.24
2022-12-20, Orderly Decline, 5d%: -4.93%, MA20: -6.47, RSI: 23.9, VIX: 21.48, ATR: -0.0143, BBW: 0.08, Score: [-4, -2, 1], Dist: 2.24
2022-12-21, Orderly Decline, 5d%: -2.93%, MA20: -9.06, RSI: 32.0, VIX: 20.07, ATR: -0.0110, BBW: 0.08, Score: [-4, -2, 1], Dist: 2.24
2022-12-22, Orderly Decline, 5d%: -1.88%, MA20: -9.79, RSI: 29.2, VIX: 21.97, ATR: -0.0017, BBW: 0.08, Score: [-3, -2, 1], Dist: 1.41
2022-12-23, Orderly Decline, 5d%: -0.20%, MA20: -10.77, RSI: 36.0, VIX: 20.87, ATR: 0.0000, BBW: 0.09, Score: [-2, -2, 1], Dist: 1.00
2022-12-27, Orderly Decline, 5d%: +0.30%, MA20: -11.13, RSI: 39.0, VIX: 21.65, ATR: 0.0014, BBW: 0.09, Score: [-2, -2, 1], Dist: 1.00
2022-12-28, Orderly Decline, 5d%: -1.00%, MA20: -12.42, RSI: 36.2, VIX: 22.14, ATR: -0.0005, BBW: 0.10, Score: [-3, -2, 1], Dist: 1.41
